long_quote_id,lead_id,country_code,first_utm_source,last_utm_source,has_been_proposed_formulas,has_chosen_formula,has_subscribed_online,submitted_at,effective_start_date,rbs_result,provider,product_third_party,product_intermediate,product_all_risks,annual_price_third_party,annual_price_intermediate,annual_price_all_risks,chosen_formula,chosen_product,policy_subscribed_at,contract_id,payment_frequency,main_driver_age,main_driver_gender,main_driver_licence_age,main_driver_bonus,vehicle_age,vehicle_class,vehicle_group,vehicle_region,has_secondary_driver,has_subscribed
7560484913311038635,4253202079203065946,FR,,,True,False,False,2021-09-01 08:43:47 UTC,2021-09-20,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,01,100,15-19,L-N,33-34,Centre,False,False
3756407060231691834,-889239563138696560,FR,,,True,False,False,2021-09-01 16:45:29 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,,,,,,18-20,F,02,100,03-05,A-E,27-28,Rhone-Alpes,False,False
-6054971802002694844,8662235038063351557,FR,,,True,False,False,2021-09-01 06:41:33 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,01,100,06-09,L-N,31-32,Ile-De-France,False,True
3884584700939141595,2210308121977512755,FR,,,True,False,False,2021-09-01 17:17:22 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,15-19,L-N,31-32,Provence-Alpes-Cote D'azur,False,False
-2461903150792001590,-1092283586754677396,FR,,,True,True,False,2021-09-01 11:35:03 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,18-20,M,00,100,10-14,F-H,29-30,Midi-Pyrenees,False,False
-7375802155996649635,5732089102070256596,FR,,,True,True,False,2021-09-01 07:01:41 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,third party,third_party_product_4,,,,21-24,F,00,100,06-09,L-N,33-34,Ile-De-France,False,False
8101389055599396578,7443518922044095226,FR,,,True,True,True,2021-09-01 14:53:27 UTC,2021-09-01,accepted,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,intermediate,intermdiate_product_5,2021-09-01 16:57:29 UTC,3.0556440576754657e+18,,18-20,M,00,100,10-14,L-N,31-32,Rhone-Alpes,False,True
-5837400333982572194,-1704541023186544779,FR,,,True,False,False,2021-09-01 06:20:17 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,M,07-14,100,03-05,I-K,31-32,Ile-De-France,True,False
3304216413578169726,5220819308883654304,FR,,,True,False,False,2021-09-01 12:14:35 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,100,10-14,I-K,27-28,Auvergne,False,False
-4986410680583199979,8317742877486390213,FR,,,True,False,False,2021-09-01 16:39:07 UTC,2021-12-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,I-K,31-32,Ile-De-France,False,False
6724194277083767658,8145218171401917188,FR,,,True,False,False,2021-09-01 08:33:35 UTC,2021-10-08,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,F,00,100,03-05,L-N,29-30,Ile-De-France,False,False
8061879027190277488,-2017416362121629451,FR,,,True,False,False,2021-09-01 19:20:08 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,medium,,,,,,18-20,F,00,100,15-19,F-H,31-32,Provence-Alpes-Cote D'azur,False,False
2092921042873908802,5865221997982470176,FR,,,True,False,False,2021-09-01 05:05:37 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,21-24,F,03-06,100,03-05,I-K,31-32,Rhone-Alpes,False,False
-719433302193856940,8662235038063351557,FR,,,True,True,True,2021-09-01 06:44:56 UTC,2021-09-03,accepted,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,2021-09-01 09:02:14 UTC,2.2149784045479148e+18,,21-24,M,01,100,06-09,L-N,31-32,Ile-De-France,False,True
-2568234020095040704,-904274690462303546,FR,,,True,False,False,2021-09-01 07:00:03 UTC,2021-09-13,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,07-14,100,10-14,F-H,29-30,Provence-Alpes-Cote D'azur,False,False
-7916767829861037736,7127418111236241480,FR,,,True,False,False,2021-09-01 20:18:51 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,06-09,I-K,29-30,Aquitaine,False,False
3907440799495682179,770521231560716614,FR,,,True,False,False,2021-09-01 19:39:34 UTC,2021-10-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,15-19,F-H,29-30,Ile-De-France,False,False
-629473737665546781,1116130040674150530,FR,,,True,False,False,2021-09-01 11:27:43 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,F,00,100,15-19,I-K,31-32,Nord-Pas-De-Calais,False,False
8895955055681037919,-7483613779174232753,FR,,,True,False,False,2021-09-01 16:20:31 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,15-19,F-H,27-28,Lorraine,False,False
-1368080554647793780,-5396259050105268874,FR,,,True,False,False,2021-09-01 16:01:29 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,085-099,10-14,I-K,31-32,Bourgogne,False,False
-1862669300395153809,-8453977248671615795,FR,,,True,True,False,2021-09-01 14:13:11 UTC,2021-09-10,rejected,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,all risks,all_risks_product_5,,,,25-29,M,01,085-099,01-02,I-K,31-32,Nord-Pas-De-Calais,False,False
-799042768990655367,308004456280214507,FR,,,True,True,False,2021-09-01 09:37:30 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,all risks,all_risks_product_5,,,,25-29,F,07-14,100,10-14,I-K,31-32,Provence-Alpes-Cote D'azur,True,False
-3394964186665957962,3542501955968094580,FR,,,True,False,False,2021-09-01 18:14:42 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,15-19,I-K,31-32,Lorraine,False,False
-5771718275112451014,-3307077010363473667,FR,,,True,False,False,2021-09-01 19:11:17 UTC,2021-11-21,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,,,,,,21-24,F,03-06,085-099,10-14,F-H,27-28,Rhone-Alpes,True,False
5228688878391246902,-6530186017133103851,FR,,,True,False,False,2021-09-01 15:07:45 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,25-29,F,00,100,01-02,I-K,31-32,Haute-Normandie,False,False
-4153986376730483192,-6725580689532238131,FR,,,True,False,False,2021-09-01 16:55:39 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,18-20,M,01,100,10-14,I-K,29-30,Aquitaine,False,True
-8843302552664379298,-4515521072295956393,FR,,,True,True,True,2021-09-01 12:46:40 UTC,2021-09-03,accepted,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,intermediate,intermdiate_product_5,2021-09-01 16:21:27 UTC,1.1251388893050328e+18,,21-24,M,03-06,100,06-09,I-K,31-32,Picardie,False,True
2969848880349175580,3915192268932043755,FR,,,True,False,False,2021-09-01 16:47:49 UTC,2021-09-14,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,02,100,03-05,F-H,29-30,Rhone-Alpes,False,False
2899970448731694376,3355135741740942974,FR,,,True,True,False,2021-09-01 09:08:56 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,third party,third_party_product_4,,,,18-20,F,00,100,15-19,I-K,29-30,Ile-De-France,False,False
-5427096016682558232,4368663226786038531,FR,,,True,True,False,2021-09-01 12:43:22 UTC,2021-09-02,rejected,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,18-20,M,01,100,10-14,I-K,29-30,Languedoc-Roussillon,False,False
7782084176484102092,4873608130276990909,FR,,,True,False,False,2021-09-01 14:10:34 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,M,00,100,15-19,F-H,27-28,Languedoc-Roussillon,False,False
-3920282024426498277,-4725861556341529592,FR,,,True,False,False,2021-09-01 07:22:17 UTC,2021-10-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,M,00,100,00,,,Ile-De-France,False,False
7878488591368544764,649439221959256502,FR,,,True,True,False,2021-09-01 06:49:35 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,all risks,all_risks_product_5,,,,18-20,M,00,100,03-05,I-K,29-30,Pays De La Loire,False,False
-7695276768848312573,1291933962565431438,FR,,,True,False,False,2021-09-01 18:55:35 UTC,2021-09-07,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,15-19,I-K,29-30,Rhone-Alpes,False,False
-1106401337415898426,-5883766881184661088,FR,,,True,True,False,2021-09-01 11:37:33 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,intermediate,intermdiate_product_5,,,,18-20,M,00,100,10-14,F-H,27-28,Ile-De-France,False,True
-8978718610191657081,2311110116475505405,FR,,,True,False,False,2021-09-01 18:52:21 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,,,,,,25-29,M,03-06,100,10-14,F-H,29-30,Rhone-Alpes,False,False
2372985757566340642,7551266170947060377,FR,,,True,False,False,2021-09-01 19:07:26 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,M,00,100,10-14,L-N,31-32,Bretagne,False,False
389426644365049753,-2916559755196973741,FR,,,True,True,False,2021-09-01 15:21:15 UTC,2021-09-08,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,third party,third_party_product_4,,,,25-29,M,01,100,15-19,F-H,29-30,Lorraine,False,False
5754263961426322435,-8599100263028149724,FR,,,True,False,False,2021-09-01 06:19:11 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,F,00,100,10-14,I-K,31-32,Ile-De-France,False,True
-5819198665463654062,2985704236974667725,FR,,,True,False,False,2021-09-01 11:46:00 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,02,100,15-19,F-H,29-30,Picardie,False,True
3193778859928251241,-2257345525281837154,FR,,,True,True,False,2021-09-01 11:42:20 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,intermediate,intermdiate_product_5,,,,18-20,M,00,100,15-19,I-K,29-30,Pays De La Loire,False,False
2032253529812819982,-480521334587628285,FR,,,True,False,False,2021-09-01 13:15:05 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,02,100,10-14,A-E,27-28,Nord-Pas-De-Calais,False,False
8913629913663547964,-4540694264907745298,FR,,,True,False,False,2021-09-01 12:56:23 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,10-14,I-K,29-30,Nord-Pas-De-Calais,False,False
5066464915916028792,2325649449118842595,FR,,,True,False,False,2021-09-01 16:02:22 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,064-084,10-14,F-H,27-28,Haute-Normandie,False,False
5983031326726336351,-7480123951911821366,FR,,,True,False,False,2021-09-01 12:48:46 UTC,2021-09-28,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,01-02,F-H,27-28,Midi-Pyrenees,False,False
-1599817065115592078,6153998432832043667,FR,,,True,False,False,2021-09-01 11:43:00 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,M,00,100,03-05,I-K,29-30,Nord-Pas-De-Calais,False,False
329549990659015732,-5428474908051481995,FR,,,True,True,False,2021-09-01 17:38:55 UTC,2021-09-01,rejected,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,intermediate,intermdiate_product_5,,,,25-29,M,03-06,100,06-09,I-K,31-32,Ile-De-France,False,False
-3715327431088211159,1378133887344785432,FR,,,True,True,False,2021-09-01 21:10:24 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,third party,third_party_product_4,,,,18-20,F,00,100,10-14,A-E,27-28,Lorraine,False,False
-2996123713384101057,-1573379617424533484,FR,,,True,False,False,2021-09-01 10:50:02 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,01,085-099,15-19,F-H,29-30,Languedoc-Roussillon,False,False
8867829851625172203,4636190434925831002,FR,,,True,False,False,2021-09-01 07:01:20 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,F,00,100,06-09,F-H,27-28,Ile-De-France,False,False
-362581822155329369,722119050141529646,FR,,,True,True,False,2021-09-01 11:08:25 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,third party,third_party_product_4,,,,18-20,F,00,100,15-19,I-K,29-30,Languedoc-Roussillon,True,False
-6668977006052358992,8684218790576022189,FR,,,True,True,False,2021-09-01 15:15:09 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,intermediate,intermdiate_product_5,,,,21-24,F,03-06,100,15-19,A-E,27-28,Franche-Comte,False,False
-1476525427106221522,7110297380935034227,FR,,,True,False,False,2021-09-01 08:52:33 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,06-09,I-K,29-30,Provence-Alpes-Cote D'azur,False,False
2736133284397917981,-6152114848416944766,FR,,,True,False,False,2021-09-01 06:02:44 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,F,00,100,06-09,I-K,29-30,Midi-Pyrenees,False,False
-7197107123483198384,1929572821516343869,FR,,,True,False,False,2021-09-01 05:51:17 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,F,01,100,03-05,L-N,33-34,Picardie,False,False
-9125368286618014690,8449336617958031795,FR,,,True,False,False,2021-09-01 12:38:51 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,02,100,06-09,F-H,29-30,Midi-Pyrenees,False,False
1353105310233882461,1332228701732300206,FR,,,True,False,False,2021-09-01 06:52:48 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,15-19,I-K,31-32,Ile-De-France,False,False
-2203097825608261619,292234726243993213,FR,,,True,False,False,2021-09-01 11:54:28 UTC,2021-09-09,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,F,01,100,10-14,F-H,27-28,Ile-De-France,False,False
7148666874244545074,2639702440575310124,FR,,,True,False,False,2021-09-01 08:56:29 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,medium,,,,,,25-29,F,00,100,15-19,F-H,31-32,Provence-Alpes-Cote D'azur,False,False
-2917287419423835321,7897768725696359200,FR,,,True,False,False,2021-09-01 12:51:41 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,F,00,100,10-14,I-K,29-30,Ile-De-France,False,False
4061494418713968316,-438324362010692846,FR,,,True,False,False,2021-09-01 13:00:57 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,medium,,,,,,18-20,F,00,100,10-14,F-H,29-30,Provence-Alpes-Cote D'azur,False,False
-4302730811369368046,7809957895787116834,FR,,,True,True,False,2021-09-01 17:55:00 UTC,2021-09-08,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,third party,third_party_product_4,,,,25-29,M,07-14,100,15-19,F-H,29-30,Haute-Normandie,False,False
-7934516825400559372,-2744879169850003627,FR,,,True,False,False,2021-09-01 13:38:59 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,M,03-06,064-084,03-05,L-N,33-34,Franche-Comte,False,False
-5024295540482350983,2551671251910427677,FR,,,True,True,False,2021-09-01 06:53:28 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,all risks,all_risks_product_5,,,,25-29,M,03-06,100,03-05,F-H,29-30,Bretagne,False,False
1665100558701323760,-1445973049566434561,FR,,,True,False,False,2021-09-01 16:18:37 UTC,2021-09-09,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,15-19,L-N,31-32,Nord-Pas-De-Calais,False,False
-2364112398563877974,6905502849682052080,FR,,,True,False,False,2021-09-01 14:02:53 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,01,085-099,10-14,F-H,27-28,Haute-Normandie,False,False
3002791442088080245,-1998332277793149706,FR,,,True,False,False,2021-09-01 06:01:49 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,02,100,15-19,I-K,29-30,Nord-Pas-De-Calais,False,False
-4141906130714926688,4150711094907807073,FR,,,True,True,False,2021-09-01 12:50:00 UTC,2021-09-02,rejected,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,intermediate,intermdiate_product_5,,,,21-24,M,00,100,15-19,I-K,29-30,Pays De La Loire,False,False
1735311722838680939,-7980335807170150295,FR,,,True,True,False,2021-09-01 06:43:59 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,21-24,M,01,085-099,15-19,L-N,33-34,Basse-Normandie,False,False
5099570350101744226,-7872229635972095147,FR,,,True,False,False,2021-09-01 15:44:17 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,M,00,100,10-14,I-K,31-32,Ile-De-France,False,False
-8068637779912395854,-2355683566085637487,FR,,,True,False,False,2021-09-01 07:17:42 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,F,00,100,10-14,F-H,29-30,Provence-Alpes-Cote D'azur,False,False
-3115177596664309596,-772424169871837523,FR,,,True,False,False,2021-09-01 17:47:22 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,00,100,10-14,F-H,29-30,Ile-De-France,False,False
4526801466594502863,1957024402753798580,FR,,,True,True,False,2021-09-01 04:52:56 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,18-20,M,00,100,10-14,F-H,29-30,Pays De La Loire,False,False
-251209553434081463,-4380465247489255353,FR,,,True,True,True,2021-09-01 15:38:22 UTC,2021-09-01,needs device,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,intermediate,intermdiate_product_5,2021-09-01 17:56:17 UTC,5.987511969506502e+18,,25-29,F,03-06,100,15-19,F-H,29-30,Ile-De-France,False,True
-2567627508738809157,-7416164444032022422,FR,,,True,False,False,2021-09-01 05:15:57 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,M,02,100,06-09,I-K,29-30,Alsace,False,False
-6957200523412194382,4376545117642024479,FR,,,True,False,False,2021-09-01 09:33:51 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,064-084,06-09,I-K,29-30,Ile-De-France,False,False
6751349148610223510,7140476164294325108,FR,,,True,False,False,2021-09-01 20:12:42 UTC,2021-09-20,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,10-14,L-N,31-32,Centre,False,False
4343680692052969989,714557696940284720,FR,,,True,False,False,2021-09-01 15:54:26 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,15-19,F-H,29-30,Bretagne,False,False
-8015336449650415655,-4228349325246129583,FR,,,True,False,False,2021-09-01 16:34:26 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,03-05,A-E,27-28,Provence-Alpes-Cote D'azur,False,False
-8777172034097729357,-7223180365491278726,FR,,,True,False,False,2021-09-01 07:46:16 UTC,2021-09-08,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,02,100,03-05,I-K,31-32,Alsace,False,False
8006011513293655332,8039694294590370306,FR,,,True,False,False,2021-09-01 09:03:07 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,I-K,31-32,Pays De La Loire,False,False
-1356533130690406701,6299645684632053001,FR,,,True,False,False,2021-09-01 09:51:16 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,M,00,100,10-14,F-H,29-30,Aquitaine,False,False
-5144415257373490062,-3484054416918903568,FR,,,True,False,False,2021-09-01 07:47:54 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,F,03-06,100,06-09,L-N,31-32,Lorraine,False,False
-9026700151013169698,-6358132202477041847,FR,,,True,False,False,2021-09-01 06:40:47 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,01,100,10-14,I-K,29-30,Ile-De-France,False,True
-1516519040922362354,-2254914862230138857,FR,,,True,False,False,2021-09-01 15:01:52 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,medium,,,,,,18-20,M,00,100,15-19,A-E,27-28,Rhone-Alpes,False,False
8172859133613300618,-2321904664887191661,FR,,,True,False,False,2021-09-01 07:33:48 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,I-K,29-30,Nord-Pas-De-Calais,False,False
5518443784820863668,4113852005808205436,FR,,,True,True,False,2021-09-01 11:14:41 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,third party,third_party_product_4,,,,18-20,M,00,100,10-14,L-N,31-32,Rhone-Alpes,False,False
2074640503722048230,-7570630391109567540,FR,,,True,False,False,2021-09-01 09:16:07 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,M,03-06,100,15-19,F-H,29-30,Rhone-Alpes,False,False
-6168855861349983343,1572103860551637579,FR,,,True,False,False,2021-09-01 07:17:45 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,07-14,051-063,10-14,I-K,29-30,Rhone-Alpes,False,False
2607960710258797413,9151573943079604561,FR,,,True,False,False,2021-09-01 12:08:51 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,064-084,15-19,I-K,29-30,Bretagne,False,False
-3801302023475564791,3435638858420199321,FR,,,True,False,False,2021-09-01 11:01:26 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,M,01,100,03-05,I-K,31-32,Ile-De-France,False,False
-906403556409734963,-324314262680899028,FR,,,True,True,False,2021-09-01 13:59:46 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,all risks,all_risks_product_5,,,,21-24,M,03-06,100,01-02,A-E,20-26,Rhone-Alpes,False,False
-3101322501925767394,-5021618363701332434,FR,,,True,True,False,2021-09-01 05:50:47 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,18-20,F,00,100,10-14,F-H,27-28,Ile-De-France,False,True
-5737271611766105770,-5183777054764420513,FR,,,True,False,False,2021-09-01 12:02:54 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,F,07-14,085-099,03-05,F-H,27-28,Provence-Alpes-Cote D'azur,False,False
7327455353964845406,6316324099153674108,FR,,,True,False,False,2021-09-01 15:25:56 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,18-20,F,00,100,10-14,F-H,29-30,Pays De La Loire,False,False
-1361937441705721635,3159673356990285112,FR,,,True,False,False,2021-09-01 15:26:27 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,06-09,F-H,29-30,Auvergne,False,False
-6765828836241022027,9151573943079604561,FR,,,True,False,False,2021-09-01 12:07:57 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,064-084,15-19,I-K,29-30,Bretagne,False,False
3981633785262152555,7429848338177420269,FR,,,True,True,False,2021-09-01 16:11:49 UTC,2021-10-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,third party,third_party_product_4,,,,18-20,M,01,085-099,15-19,F-H,29-30,Aquitaine,False,False
-7101917894585317615,-8076060352289830552,FR,,,True,False,False,2021-09-01 09:47:44 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,100,06-09,I-K,29-30,Bretagne,False,False
