long_quote_id,lead_id,country_code,first_utm_source,last_utm_source,has_been_proposed_formulas,has_chosen_formula,has_subscribed_online,submitted_at,effective_start_date,rbs_result,provider,product_third_party,product_intermediate,product_all_risks,annual_price_third_party,annual_price_intermediate,annual_price_all_risks,chosen_formula,chosen_product,policy_subscribed_at,contract_id,payment_frequency,main_driver_age,main_driver_gender,main_driver_licence_age,main_driver_bonus,vehicle_age,vehicle_class,vehicle_group,vehicle_region,has_secondary_driver,has_subscribed
-1517459525654332625,-3995520489083610826,FR,,,True,False,False,2021-09-01 11:56:44 UTC,2021-09-04,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,low,,,,,,30-39,F,07-14,064-084,03-05,I-K,29-30,Provence-Alpes-Cote D'azur,True,False
4204804501392566035,523572995581803947,FR,,,True,True,False,2021-09-01 14:01:41 UTC,2021-09-09,,provider_A,third_party_product_10,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,40-59,M,15+,050,01-02,L-N,33-34,Provence-Alpes-Cote D'azur,True,False
-7296062862788998770,-1800169348584677720,FR,,,True,False,False,2021-09-01 16:58:02 UTC,2021-09-09,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_2,low,low,low,,,,,,30-39,M,15+,050,06-09,O-R,35+,Limousin,False,False
-6633854676500958120,3484654015267978332,FR,,,True,False,False,2021-09-01 08:34:17 UTC,2021-09-06,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,medium,high,,,,,,25-29,M,02,085-099,01-02,L-N,35+,Ile-De-France,False,False
8706731818229918434,-2225958976161178039,FR,,,True,False,False,2021-09-01 11:22:38 UTC,2021-09-10,,provider_A,third_party_product_10,intermdiate_product_7,,low,medium,,,,,,,30-39,M,15+,064-084,03-05,O-R,35+,Pays De La Loire,False,False
7875495065098990798,523572995581803947,FR,,,True,True,False,2021-09-01 14:02:12 UTC,2021-09-09,,provider_A,third_party_product_10,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,40-59,M,15+,050,01-02,L-N,33-34,Provence-Alpes-Cote D'azur,True,False
-3378740743094668338,-4249216572979385288,FR,,,True,False,False,2021-09-01 12:42:01 UTC,2021-09-04,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_2,low,low,high,,,,,,60+,M,15+,051-063,10-14,S-T,35+,Languedoc-Roussillon,False,False
2262823736033062470,566357465827148708,FR,,,True,False,False,2021-09-01 07:56:04 UTC,2021-10-01,,provider_A,third_party_product_10,intermdiate_product_7,,low,low,,,,,,,40-59,M,15+,050,06-09,S-T,35+,Centre,False,False
-7932070525123935937,4726575625001609440,FR,,,True,True,False,2021-09-01 19:05:08 UTC,2021-09-02,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,low,all risks,all_risks_product_1,,,,30-39,M,07-14,064-084,03-05,I-K,29-30,Bourgogne,False,False
3237204286347175404,26949418014256703,FR,,,True,False,False,2021-09-01 16:24:17 UTC,2021-11-01,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,medium,,,,,,30-39,M,07-14,051-063,06-09,O-R,33-34,Franche-Comte,True,False
5857246393717543796,-8170606812230680901,FR,,,True,False,False,2021-09-01 12:01:45 UTC,2021-09-30,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,low,,,,,,30-39,M,07-14,064-084,10-14,L-N,33-34,Ile-De-France,False,False
-2928036746427196758,-1972089807757024408,FR,,,True,True,False,2021-09-01 07:24:41 UTC,2021-09-02,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,low,third party,third_party_product_10,,,,40-59,M,15+,050,10-14,L-N,33-34,Franche-Comte,False,False
-7060230741392518700,-7645191281828260334,FR,,,True,False,False,2021-09-01 06:14:57 UTC,2021-10-03,,provider_A,third_party_product_10,intermdiate_product_7,,low,low,,,,,,,60+,M,15+,050,06-09,O-R,33-34,Corse,True,False
-1098089474075747866,1016029463550311528,FR,,,True,False,False,2021-09-01 12:31:26 UTC,2021-10-01,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,low,,,,,,30-39,M,07-14,064-084,15-19,I-K,31-32,Ile-De-France,False,False
7550477098476333782,-3259697767214854011,FR,,,True,False,False,2021-09-01 13:49:52 UTC,2021-09-04,,provider_A,third_party_product_10,intermdiate_product_7,all_risks_product_1,low,low,low,,,,,,40-59,M,15+,050,10-14,I-K,31-32,Bourgogne,True,False
6595646593115299951,-4839244837643906182,FR,,,True,False,False,2021-09-01 07:04:29 UTC,2021-10-01,,provider_A,third_party_product_11,intermdiate_product_6,,low,low,,,,,,,30-39,M,15+,050,01-02,I-K,33-34,Corse,False,False
2004626650680138145,-1617769588457098246,FR,,,True,True,False,2021-09-01 15:12:50 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,all risks,all_risks_product_1,,,,30-39,M,15+,050,03-05,O-R,31-32,Ile-De-France,True,False
-2856173012721385875,-9019387475120148288,FR,,,True,True,False,2021-09-01 14:44:54 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,all risks,all_risks_product_1,,,,40-59,M,15+,050,15-19,I-K,29-30,Rhone-Alpes,True,False
-7817916728134778937,2566538418182345797,FR,,,True,False,False,2021-09-01 14:46:28 UTC,2021-09-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,60+,M,15+,050,15-19,L-N,31-32,Languedoc-Roussillon,False,False
2616880966254627568,-7223709691630134996,FR,,,True,True,False,2021-09-01 11:00:59 UTC,2021-10-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,intermediate,intermdiate_product_6,,,,40-59,M,15+,050,15-19,F-H,27-28,Provence-Alpes-Cote D'azur,True,False
6212709922970335083,1008357686437722949,FR,,,True,True,False,2021-09-01 07:49:26 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_2,all_risks_product_2,low,low,low,third party,third_party_product_11,,,,40-59,M,15+,050,15-19,L-N,31-32,Bretagne,True,False
5055829240116023875,-3399833418363765148,FR,,,True,True,False,2021-09-01 13:49:17 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_9,low,low,low,third party,third_party_product_11,,,,40-59,F,15+,050,10-14,F-H,29-30,Alsace,True,False
6887288806788010281,-1676822349336001458,FR,,,True,False,False,2021-09-01 05:55:25 UTC,2021-09-07,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,,,,,,60+,M,15+,050,15-19,F-H,29-30,Languedoc-Roussillon,False,False
-6662414305794904401,5425651412944154197,FR,,,True,False,False,2021-09-01 20:27:47 UTC,2021-09-03,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_9,medium,medium,medium,,,,,,30-39,M,07-14,085-099,15-19,A-E,29-30,Provence-Alpes-Cote D'azur,True,False
-223716855996202393,8651884410962630953,FR,,,True,True,False,2021-09-01 12:40:17 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,40-59,M,15+,050,06-09,O-R,35+,Rhone-Alpes,True,False
8986238968120557113,-1617769588457098246,FR,,,True,True,False,2021-09-01 15:12:11 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,all risks,all_risks_product_1,,,,30-39,M,15+,050,03-05,O-R,31-32,Ile-De-France,True,False
-6540633581926864957,-515762930090078510,FR,,,True,True,False,2021-09-01 14:56:42 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,third party,third_party_product_11,,,,40-59,F,15+,050,10-14,L-N,31-32,Languedoc-Roussillon,True,False
8834933367216515093,-5712207734428216237,FR,,,True,True,False,2021-09-01 16:01:12 UTC,2021-09-10,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_9,low,low,low,third party,third_party_product_11,,,,40-59,F,15+,050,10-14,A-E,27-28,Rhone-Alpes,False,False
8549161576311680986,4564737718969899308,FR,,,True,True,False,2021-09-01 08:13:46 UTC,2021-09-28,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,intermediate,intermdiate_product_6,,,,60+,F,15+,051-063,15-19,O-R,33-34,Provence-Alpes-Cote D'azur,False,False
3492295930746949256,-8377417788652109247,FR,,,True,False,False,2021-09-01 16:09:00 UTC,2021-12-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,30-39,M,15+,050,06-09,I-K,29-30,Haute-Normandie,False,False
901596333993383777,-1473501967293812224,FR,,,True,True,False,2021-09-01 14:41:09 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,third party,third_party_product_11,,,,40-59,F,15+,050,15-19,A-E,27-28,Provence-Alpes-Cote D'azur,True,False
-397675856223948004,5039502591724608488,FR,,,True,True,False,2021-09-01 15:41:27 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,intermediate,intermdiate_product_6,,,,40-59,M,15+,050,10-14,I-K,27-28,Picardie,True,False
6625747260746720683,-6058520250196986021,FR,,,True,True,False,2021-09-01 12:35:55 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,40-59,M,15+,050,06-09,O-R,35+,Rhone-Alpes,True,False
-6169701150513919756,3289125889942300849,FR,,,True,False,False,2021-09-01 15:35:51 UTC,2021-09-03,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,40-59,F,15+,050,15-19,I-K,31-32,Aquitaine,False,False
-3696563868145390361,-1273814908308047177,FR,,,True,False,False,2021-09-01 03:43:07 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,40-59,F,15+,050,15-19,L-N,33-34,Basse-Normandie,False,False
-4784385943014859240,6956132019494295557,FR,,,True,False,False,2021-09-01 21:06:25 UTC,2021-10-10,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,30-39,M,07-14,051-063,10-14,I-K,31-32,Languedoc-Roussillon,False,False
-5926861654715252508,2611016027028756751,FR,,,True,True,False,2021-09-01 18:27:09 UTC,2021-09-03,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,all risks,all_risks_product_1,,,,40-59,M,15+,050,06-09,L-N,33-34,Nord-Pas-De-Calais,True,False
-221514420363519949,-3941557627514819729,FR,,,True,True,False,2021-09-01 14:10:49 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,third party,third_party_product_11,,,,60+,F,15+,050,10-14,I-K,29-30,Ile-De-France,True,False
3298544108985714743,3239050626890935894,FR,,,True,False,False,2021-09-01 16:33:16 UTC,2021-09-05,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,40-59,M,15+,050,15-19,L-N,31-32,Languedoc-Roussillon,True,False
7649255663897363496,6044113652265896668,FR,,,True,False,False,2021-09-01 08:59:34 UTC,2021-09-03,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_9,medium,medium,high,,,,,,40-59,F,15+,050,15-19,L-N,33-34,Champagne-Ardenne,True,False
7683662280055104188,7127418111236241480,FR,,,True,False,False,2021-09-01 20:20:20 UTC,2021-10-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,40-59,M,15+,050,06-09,I-K,29-30,Aquitaine,False,False
-8583868808412305491,-1473501967293812224,FR,,,True,True,False,2021-09-01 14:41:39 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,third party,third_party_product_11,,,,40-59,F,15+,050,15-19,A-E,27-28,Provence-Alpes-Cote D'azur,True,False
7816992633867268903,-4672393033608659470,FR,,,True,False,False,2021-09-01 05:19:43 UTC,2021-12-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,,,,,,40-59,M,15+,050,10-14,L-N,31-32,Midi-Pyrenees,False,False
-2709542100781776935,2915188850969937848,FR,,,True,True,False,2021-09-01 11:44:48 UTC,2021-11-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,60+,M,15+,050,06-09,L-N,31-32,Languedoc-Roussillon,True,False
-1028652889862261544,8109539229403050679,FR,,,True,False,False,2021-09-01 18:17:37 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,medium,medium,high,,,,,,30-39,M,02,085-099,01-02,O-R,31-32,Ile-De-France,False,False
-4901320494621325184,7978257796194207313,FR,,,True,False,False,2021-09-01 15:00:38 UTC,2021-09-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,medium,medium,medium,,,,,,25-29,M,07-14,051-063,10-14,L-N,33-34,Rhone-Alpes,False,False
5966756029892352278,-1520032671267932202,FR,,,True,True,False,2021-09-01 16:42:23 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,40-59,M,15+,050,03-05,L-N,35+,Rhone-Alpes,True,False
-2770427785983757616,5039502591724608488,FR,,,True,True,False,2021-09-01 15:41:03 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,intermediate,intermdiate_product_6,,,,40-59,M,15+,050,10-14,I-K,27-28,Picardie,True,False
2364848324508625904,-2036277014697522956,FR,,,True,False,False,2021-09-01 09:57:25 UTC,2021-09-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,,,,,,60+,F,15+,064-084,10-14,F-H,27-28,Rhone-Alpes,False,False
-4990095642863845021,-8137860548649294251,FR,,,True,False,False,2021-09-01 07:01:57 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,,,,,,40-59,M,15+,050,10-14,F-H,29-30,Rhone-Alpes,False,False
-1474421819964231555,-1365980015247840908,FR,,,True,False,False,2021-09-01 05:49:24 UTC,2021-10-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,,,,,,60+,M,15+,050,15-19,I-K,29-30,Provence-Alpes-Cote D'azur,False,False
-1504052003943035950,7492055094881509337,FR,,,True,True,False,2021-09-01 12:39:09 UTC,2021-10-01,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_9,low,low,medium,third party,third_party_product_11,,,,40-59,F,03-06,100,10-14,I-K,29-30,Alsace,False,False
-5950936002424062169,6699725630299580035,FR,,,True,True,False,2021-09-01 11:33:24 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_2,low,low,low,all risks,all_risks_product_2,,,,40-59,F,15+,050,10-14,O-R,33-34,Provence-Alpes-Cote D'azur,True,False
770746988638893328,5039502591724608488,FR,,,True,True,False,2021-09-01 15:40:28 UTC,2021-09-02,,provider_A,third_party_product_11,intermdiate_product_6,all_risks_product_1,low,low,low,intermediate,intermdiate_product_6,,,,40-59,M,15+,050,10-14,I-K,27-28,Picardie,True,False
1463122878979779529,2970585018125531579,FR,,,True,False,False,2021-09-01 05:51:26 UTC,2021-09-01,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,medium,,,,,,18-20,F,00,100,06-09,F-H,27-28,Provence-Alpes-Cote D'azur,True,False
4484690547638832906,5511564172393283113,FR,,,True,False,False,2021-09-01 10:10:24 UTC,2021-09-02,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,high,,,,,,21-24,F,00,100,20+,F-H,29-30,Aquitaine,False,False
1077436682366017287,1680150720198248063,FR,,,True,False,False,2021-09-01 13:21:02 UTC,2021-09-01,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,high,,,,,,21-24,M,00,100,20+,F-H,27-28,Nord-Pas-De-Calais,False,False
3491478262382899583,-2974484852356083193,FR,,,True,False,False,2021-09-01 13:06:14 UTC,2021-09-05,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,high,,,,,,18-20,M,00,100,20+,A-E,27-28,Pays De La Loire,False,False
3258525109043057121,-8456151115605929892,FR,,,True,False,False,2021-09-01 13:29:57 UTC,2021-09-01,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,high,,,,,,18-20,M,00,100,20+,F-H,27-28,Rhone-Alpes,False,False
-4377987307447507377,-1471586773981435857,FR,,,True,False,False,2021-09-01 08:37:33 UTC,2021-09-01,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,high,,,,,,18-20,F,00,100,20+,A-E,27-28,Rhone-Alpes,False,False
-7916444179945714739,-7953365099096110020,FR,,,True,False,False,2021-09-01 05:53:49 UTC,2021-09-01,,provider_B,third_party_product_12,intermdiate_product_12,all_risks_product_10,high,high,high,,,,,,21-24,M,00,100,20+,I-K,29-30,Languedoc-Roussillon,False,False
-6208479877804769775,792290361326944607,FR,,,True,False,False,2021-09-01 20:07:27 UTC,2021-09-02,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,,,,,,18-20,M,00,100,20+,F-H,31-32,Haute-Normandie,False,False
1816140799326272106,2119621833612605018,FR,,,True,False,False,2021-09-01 17:26:10 UTC,2021-09-03,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,medium,,,,,,18-20,M,00,100,20+,F-H,27-28,Pays De La Loire,False,False
9107122290062054679,-3537313059272042499,FR,,,True,False,False,2021-09-01 17:17:48 UTC,2021-09-02,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,,,,,,18-20,M,01,085-099,10-14,L-N,31-32,Lorraine,False,False
-2713206225950901467,2794061521131269348,FR,,,True,False,False,2021-09-01 19:03:02 UTC,2021-09-01,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,,,,,,18-20,M,00,100,06-09,I-K,29-30,Bretagne,False,False
-1530055463400640644,-7882223444075641167,FR,,,True,True,False,2021-09-01 18:56:55 UTC,2021-09-02,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,all risks,all_risks_product_11,,,,18-20,M,00,100,20+,A-E,27-28,Bretagne,False,False
2444348228733381646,-2625070834474509332,FR,,,True,False,False,2021-09-01 16:58:37 UTC,2021-09-02,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,,,,,,18-20,F,00,100,20+,I-K,31-32,Picardie,False,False
-7017063202597182254,-6442932112007080595,FR,,,True,False,False,2021-09-01 17:39:49 UTC,2021-09-20,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,,,,,,18-20,M,00,100,20+,I-K,29-30,Alsace,False,False
-7566412485245651422,792290361326944607,FR,,,True,True,False,2021-09-01 21:31:11 UTC,2021-09-03,,provider_B,third_party_product_13,intermdiate_product_13,all_risks_product_11,high,high,high,third party,third_party_product_13,,,,18-20,M,00,100,20+,F-H,31-32,Haute-Normandie,False,False
3068974826139092557,4579097009751020091,FR,,,True,False,False,2021-09-01 14:54:18 UTC,2021-10-06,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,F,03-06,101+,00,I-K,33-34,Lorraine,False,False
3446293039570920508,-2404489276222656387,FR,,,True,False,False,2021-09-01 12:44:32 UTC,2021-09-04,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,F,03-06,100,20+,I-K,29-30,Champagne-Ardenne,False,False
7717981694137480550,-4861881636189252960,FR,,,True,False,False,2021-09-01 17:37:35 UTC,2021-09-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,,,,,,25-29,F,07-14,085-099,10-14,S-T,35+,Centre,False,False
-4646540247218602137,-7930957685813120995,FR,,,True,False,False,2021-09-01 09:22:44 UTC,2021-09-06,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,30-39,M,07-14,101+,06-09,O-R,35+,Ile-De-France,False,False
5271288146416993592,902430668185299765,FR,,,True,True,False,2021-09-01 16:07:18 UTC,2021-10-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,third party,third_party_product_14,,,,21-24,M,03-06,100,20+,I-K,33-34,Bourgogne,False,False
-7136521203046001345,12999194765507029,FR,,,True,False,False,2021-09-01 18:55:52 UTC,2021-10-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,M,03-06,085-099,03-05,O-R,35+,Ile-De-France,False,False
-5383537652401186448,-8144391733175973435,FR,,,True,False,False,2021-09-01 14:14:37 UTC,2021-09-06,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,M,03-06,101+,03-05,O-R,33-34,Nord-Pas-De-Calais,False,False
3975063278890727325,-6784847524663746748,FR,,,True,False,False,2021-09-01 15:16:38 UTC,2021-09-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,high,high,,,,,,25-29,M,07-14,100,06-09,O-R,35+,Provence-Alpes-Cote D'azur,False,False
-9166690415229204758,7562646454249818083,FR,,,True,False,False,2021-09-01 14:41:23 UTC,2021-09-02,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,M,02,085-099,03-05,O-R,35+,Provence-Alpes-Cote D'azur,False,False
6306914308036762174,4238441908460954043,FR,,,True,False,False,2021-09-01 23:43:47 UTC,2021-09-10,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,18-20,M,01,100,06-09,F-H,27-28,Nord-Pas-De-Calais,False,False
6913275110933456159,6099010272302171548,FR,,,True,False,False,2021-09-01 10:17:11 UTC,2021-09-06,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,low,medium,medium,,,,,,21-24,M,03-06,064-084,15-19,L-N,33-34,Centre,False,False
-1493470280553493610,-4609599985615702109,FR,,,True,False,False,2021-09-01 19:10:15 UTC,2021-09-09,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,medium,,,,,,30-39,M,07-14,101+,10-14,F-H,29-30,Ile-De-France,False,False
3479306988856818056,-2362558471433606589,FR,,,True,True,False,2021-09-01 06:03:02 UTC,2021-09-07,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,intermediate,intermdiate_product_11,,,,21-24,F,03-06,101+,10-14,I-K,29-30,Alsace,False,False
4168133613450005907,-2958833432334618002,FR,,,True,False,False,2021-09-01 05:21:38 UTC,2021-10-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,,,,,,30-39,M,03-06,064-084,10-14,S-T,35+,Nord-Pas-De-Calais,False,False
-4707560038330954375,6959120449885897219,FR,,,True,False,False,2021-09-01 10:00:41 UTC,2021-09-06,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,,,,,,30-39,M,01,100,15-19,O-R,33-34,Auvergne,False,False
3066273409716474309,-1029982486272087852,FR,,,True,True,False,2021-09-01 11:28:05 UTC,2021-09-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,intermediate,intermdiate_product_11,,,,21-24,F,03-06,085-099,20+,L-N,29-30,Bretagne,True,False
-1573832705731601484,3501091588416119317,FR,,,True,True,False,2021-09-01 12:35:50 UTC,2021-10-15,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,all risks,all_risks_product_8,,,,25-29,M,03-06,101+,03-05,I-K,27-28,Ile-De-France,True,False
587324263216257012,-8206283503664239878,FR,,,True,False,False,2021-09-01 15:43:14 UTC,2021-10-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,M,03-06,101+,06-09,F-H,29-30,Ile-De-France,False,False
-5408112253543159884,-4412053725452122716,FR,,,True,False,False,2021-09-01 16:52:27 UTC,2021-09-11,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,,,,,,25-29,M,03-06,100,20+,I-K,31-32,Nord-Pas-De-Calais,False,False
-568806238730199435,-3191908892989605373,FR,,,True,False,False,2021-09-01 06:16:11 UTC,2021-09-25,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,25-29,M,03-06,101+,10-14,S-T,35+,Aquitaine,False,False
147634062393959230,-4928568874082193860,FR,,,True,False,False,2021-09-01 09:06:55 UTC,2021-09-02,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,low,low,low,,,,,,30-39,M,15+,050,20+,F-H,29-30,Nord-Pas-De-Calais,False,False
3316530017444124093,123375460326931179,FR,,,True,False,False,2021-09-01 15:13:05 UTC,2021-09-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,,,,,,21-24,M,03-06,085-099,15-19,F-H,29-30,Midi-Pyrenees,False,False
8328391755016477787,-4295697998570377252,FR,,,True,False,False,2021-09-01 10:46:07 UTC,2021-10-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,medium,medium,,,,,,25-29,F,03-06,101+,10-14,F-H,27-28,Rhone-Alpes,False,False
-7244217137502232616,7217248407742973047,FR,,,True,False,False,2021-09-01 12:33:54 UTC,2021-12-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,high,high,high,,,,,,21-24,F,03-06,101+,10-14,F-H,27-28,Pays De La Loire,False,False
1164455559651072229,-2103056455102366211,FR,,,True,False,False,2021-09-01 10:01:09 UTC,2021-09-01,,provider_A,third_party_product_14,intermdiate_product_11,all_risks_product_8,medium,high,high,,,,,,40-59,M,15+,064-084,15-19,O-R,35+,Provence-Alpes-Cote D'azur,True,True
5644363962564332109,-5378529304492803939,FR,,,True,True,False,2021-09-01 18:44:34 UTC,2021-09-03,,provider_A,third_party_product_15,intermdiate_product_14,all_risks_product_9,low,medium,medium,intermediate,intermdiate_product_14,,,,30-39,M,15+,100,03-05,I-K,29-30,Ile-De-France,True,True
4536769346190966923,276045312940733701,FR,,,True,False,False,2021-09-01 11:42:27 UTC,2021-09-02,,provider_A,third_party_product_15,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,21-24,M,01,085-099,10-14,L-N,31-32,Ile-De-France,False,False
-3228467416743548356,-6047316989771777685,FR,,,True,False,False,2021-09-01 23:25:10 UTC,2021-09-02,,provider_A,third_party_product_15,intermdiate_product_14,all_risks_product_9,medium,medium,high,,,,,,40-59,M,07-14,100,03-05,L-N,29-30,Bretagne,False,False
8437515001621242136,1254596366820147466,FR,,,True,True,True,2021-09-01 15:11:39 UTC,2021-09-20,,provider_A,third_party_product_15,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_15,2021-09-01 17:17:23 UTC,2.6088685736668867e+18,,25-29,M,03-06,100,15-19,F-H,29-30,Provence-Alpes-Cote D'azur,False,True
-8215728132294538037,4050955023069587083,FR,,,True,False,False,2021-09-01 14:51:05 UTC,2021-09-02,,provider_A,third_party_product_15,intermdiate_product_14,all_risks_product_9,medium,high,high,,,,,,25-29,M,07-14,064-084,03-05,O-R,33-34,Aquitaine,False,False
8194458413089289949,2788346508439027070,FR,,,True,True,False,2021-09-01 15:17:45 UTC,2021-09-01,,provider_A,third_party_product_15,intermdiate_product_14,all_risks_product_9,medium,medium,high,third party,third_party_product_15,,,,40-59,F,15+,100,03-05,I-K,29-30,Ile-De-France,False,False
