time,page_view,mp_os,mp_browser,utm_source,insurance_subscription,mp_event_name
2021-09-01 18:31:02,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Android,Android Mobile,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 18:31:02,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Android,Android Mobile,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 14:15:49,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -7167195210324802244}",Insurance - Complete Insurance Long Quote
2021-09-01 14:16:29,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""long_quote_id"": -7167195210324802244, ""product_name"": ""autre"", ""product_type"": ""third_party"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 14:16:29,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""long_quote_id"": -7167195210324802244, ""product_name"": ""autre"", ""product_type"": ""third_party"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 14:15:49,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -7167195210324802244}",Insurance - Complete Insurance Long Quote
2021-09-01 09:29:35,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Linux,Firefox,,"{""lead_id"": 6129313060207686193, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 09:29:35,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Linux,Firefox,,"{""lead_id"": 6129313060207686193, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:19:52,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -8257856275489915115, ""lead_quote_status"": ""Go"", ""long_quote_id"": -7498586406126945729}",Insurance - Complete Insurance Long Quote
2021-09-01 08:19:52,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -8257856275489915115, ""lead_quote_status"": ""Go"", ""long_quote_id"": -7498586406126945729}",Insurance - Complete Insurance Long Quote
2021-09-01 12:29:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_id"": 2244719888123886321, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 12:29:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_id"": 2244719888123886321, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 15:53:02,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 15:53:02,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 15:53:31,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -1098080771836630516}",Insurance - Complete Insurance Long Quote
2021-09-01 15:53:31,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -1098080771836630516}",Insurance - Complete Insurance Long Quote
2021-09-01 10:30:30,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_id"": 8552966060477511365, ""lead_quote_status"": ""Go"", ""long_quote_id"": 7554220155139254359}",Insurance - Complete Insurance Long Quote
2021-09-01 10:30:30,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_id"": 8552966060477511365, ""lead_quote_status"": ""Go"", ""long_quote_id"": 7554220155139254359}",Insurance - Complete Insurance Long Quote
2021-09-01 08:40:58,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_id"": 5718899791282155909, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:40:58,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_id"": 5718899791282155909, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:10:26,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -9140962938749759354, ""lead_quote_status"": ""Go"", ""long_quote_id"": 4775252191502405992}",Insurance - Complete Insurance Long Quote
2021-09-01 08:02:18,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -3637901207465341066, ""lead_quote_status"": ""Go"", ""long_quote_id"": -338147828577014857}",Insurance - Complete Insurance Long Quote
2021-09-01 08:02:18,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -3637901207465341066, ""lead_quote_status"": ""Go"", ""long_quote_id"": -338147828577014857}",Insurance - Complete Insurance Long Quote
2021-09-01 08:10:26,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -9140962938749759354, ""lead_quote_status"": ""Go"", ""long_quote_id"": 4775252191502405992}",Insurance - Complete Insurance Long Quote
2021-09-01 08:55:56,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_id"": -4680729162331331018, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:56:34,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -4680729162331331018, ""lead_quote_status"": ""Go"", ""long_quote_id"": 902649024893684392}",Insurance - Complete Insurance Long Quote
2021-09-01 08:55:56,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_id"": -4680729162331331018, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:56:34,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -4680729162331331018, ""lead_quote_status"": ""Go"", ""long_quote_id"": 902649024893684392}",Insurance - Complete Insurance Long Quote
2021-09-01 16:09:46,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 6028368010979339109}",Insurance - Complete Insurance Long Quote
2021-09-01 16:09:46,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 6028368010979339109}",Insurance - Complete Insurance Long Quote
2021-09-01 16:10:33,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""long_quote_id"": 6028368010979339109, ""product_name"": ""jeune_conducteur"", ""product_type"": ""intermediate"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 16:10:33,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""long_quote_id"": 6028368010979339109, ""product_name"": ""jeune_conducteur"", ""product_type"": ""intermediate"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 08:49:38,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_id"": 4385926483805582148, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () TARIF_REFUSE""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:49:38,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_id"": 4385926483805582148, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () TARIF_REFUSE""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:49:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_id"": 4385926483805582148, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () TARIF_REFUSE""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:49:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_id"": 4385926483805582148, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () TARIF_REFUSE""}",Insurance - Complete Insurance Long Quote
2021-09-01 10:26:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -6841925919366191750, ""lead_quote_status"": ""Go"", ""long_quote_id"": -102998478496452960}",Insurance - Complete Insurance Long Quote
2021-09-01 10:26:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -6841925919366191750, ""lead_quote_status"": ""Go"", ""long_quote_id"": -102998478496452960}",Insurance - Complete Insurance Long Quote
2021-09-01 15:03:57,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () Un v\u00e9hicule de soci\u00e9t\u00e9 ne peut \u00eatre assur\u00e9 pour un usage autre que professionnel ou tous d\u00e9placements.""}",Insurance - Complete Insurance Long Quote
2021-09-01 15:03:57,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () Un v\u00e9hicule de soci\u00e9t\u00e9 ne peut \u00eatre assur\u00e9 pour un usage autre que professionnel ou tous d\u00e9placements.""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:42:22,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -1368668048966628720}",Insurance - Complete Insurance Long Quote
2021-09-01 16:44:26,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:43:56,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:44:26,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:58:19,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:58:19,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:43:56,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 16:42:22,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -1368668048966628720}",Insurance - Complete Insurance Long Quote
2021-09-01 06:50:45,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -31881713194540881, ""lead_quote_status"": ""Go"", ""long_quote_id"": 5351069224054890455}",Insurance - Complete Insurance Long Quote
2021-09-01 06:50:45,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -31881713194540881, ""lead_quote_status"": ""Go"", ""long_quote_id"": 5351069224054890455}",Insurance - Complete Insurance Long Quote
2021-09-01 10:44:07,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_id"": -8902659826784607432, ""lead_quote_status"": ""Go"", ""long_quote_id"": -1540696768984139793}",Insurance - Complete Insurance Long Quote
2021-09-01 10:44:07,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_id"": -8902659826784607432, ""lead_quote_status"": ""Go"", ""long_quote_id"": -1540696768984139793}",Insurance - Complete Insurance Long Quote
2021-09-01 12:10:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""lead_id"": -6492834966460990789, ""long_quote_id"": -5587531857237873718, ""product_name"": ""autre"", ""product_type"": ""intermediate"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 11:57:57,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_id"": -6492834966460990789, ""lead_quote_status"": ""Go"", ""long_quote_id"": -5587531857237873718}",Insurance - Complete Insurance Long Quote
2021-09-01 12:00:29,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""lead_id"": -6492834966460990789, ""long_quote_id"": -5587531857237873718, ""product_name"": ""autre"", ""product_type"": ""intermediate"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 12:10:17,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""lead_id"": -6492834966460990789, ""long_quote_id"": -5587531857237873718, ""product_name"": ""autre"", ""product_type"": ""intermediate"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 12:00:29,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""lead_id"": -6492834966460990789, ""long_quote_id"": -5587531857237873718, ""product_name"": ""autre"", ""product_type"": ""intermediate"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 11:57:57,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_id"": -6492834966460990789, ""lead_quote_status"": ""Go"", ""long_quote_id"": -5587531857237873718}",Insurance - Complete Insurance Long Quote
2021-09-01 16:48:10,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 4538875315388707823}",Insurance - Complete Insurance Long Quote
2021-09-01 16:48:10,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 4538875315388707823}",Insurance - Complete Insurance Long Quote
2021-09-01 17:21:34,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -5101441469049017981}",Insurance - Complete Insurance Long Quote
2021-09-01 17:21:48,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""long_quote_id"": -5101441469049017981, ""product_name"": ""jeune_conducteur"", ""product_type"": ""third_party"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 17:21:34,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -5101441469049017981}",Insurance - Complete Insurance Long Quote
2021-09-01 17:21:48,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""broker_name"": ""provider_A"", ""long_quote_id"": -5101441469049017981, ""product_name"": ""jeune_conducteur"", ""product_type"": ""third_party"", ""warranties"": []}",Insurance - Customize Insurance Contract
2021-09-01 18:19:19,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -4491575587291922910}",Insurance - Complete Insurance Long Quote
2021-09-01 18:19:19,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -4491575587291922910}",Insurance - Complete Insurance Long Quote
2021-09-01 17:23:13,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -7411996704823145497}",Insurance - Complete Insurance Long Quote
2021-09-01 17:23:13,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -7411996704823145497}",Insurance - Complete Insurance Long Quote
2021-09-01 05:38:05,"{""page_collection"":""website"",""page_path"":""/assurance-auto/jeune-conducteur""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -9094493906523601776, ""lead_quote_status"": ""Go"", ""long_quote_id"": 7943640226890482683}",Insurance - Complete Insurance Long Quote
2021-09-01 05:38:05,"{""page_collection"":""website"",""page_path"":""/assurance-auto/jeune-conducteur""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -9094493906523601776, ""lead_quote_status"": ""Go"", ""long_quote_id"": 7943640226890482683}",Insurance - Complete Insurance Long Quote
2021-09-01 08:21:12,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_id"": -5456882160814762357, ""lead_quote_status"": ""Go"", ""long_quote_id"": -4038615794758097915}",Insurance - Complete Insurance Long Quote
2021-09-01 08:21:12,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_id"": -5456882160814762357, ""lead_quote_status"": ""Go"", ""long_quote_id"": -4038615794758097915}",Insurance - Complete Insurance Long Quote
2021-09-01 10:15:07,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_id"": 2511271177485255230, ""lead_quote_status"": ""Go"", ""long_quote_id"": -553597638356769020}",Insurance - Complete Insurance Long Quote
2021-09-01 10:15:07,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_id"": 2511271177485255230, ""lead_quote_status"": ""Go"", ""long_quote_id"": -553597638356769020}",Insurance - Complete Insurance Long Quote
2021-09-01 14:25:49,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 1149100710087760453}",Insurance - Complete Insurance Long Quote
2021-09-01 14:25:49,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 1149100710087760453}",Insurance - Complete Insurance Long Quote
2021-09-01 13:39:45,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_id"": -5978648257892356706, ""lead_quote_status"": ""Go"", ""long_quote_id"": 2142001776881674672}",Insurance - Complete Insurance Long Quote
2021-09-01 13:39:45,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": null, ""category_quoted_tiers"": ""autre"", ""lead_id"": -5978648257892356706, ""lead_quote_status"": ""Go"", ""long_quote_id"": 2142001776881674672}",Insurance - Complete Insurance Long Quote
2021-09-01 21:25:06,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 21:25:35,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 21:25:06,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 21:25:35,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () EXCLUSION""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:09:41,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""lead_id"": -3347371787501847581, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () Flux d'entr\u00e9e invalide: noeud anciennete_bonus non valide""}",Insurance - Complete Insurance Long Quote
2021-09-01 08:09:41,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,comparateur,"{""lead_id"": -3347371787501847581, ""lead_quote_status"": ""NoGo"", ""nogo_reason"": ""Tarification impossible () Flux d'entr\u00e9e invalide: noeud anciennete_bonus non valide""}",Insurance - Complete Insurance Long Quote
2021-09-01 18:20:31,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -8207329764314421958}",Insurance - Complete Insurance Long Quote
2021-09-01 11:18:26,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -4644106443726272060, ""lead_quote_status"": ""Go"", ""long_quote_id"": 3028489692735634333}",Insurance - Complete Insurance Long Quote
2021-09-01 11:18:26,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -4644106443726272060, ""lead_quote_status"": ""Go"", ""long_quote_id"": 3028489692735634333}",Insurance - Complete Insurance Long Quote
2021-09-01 18:20:31,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Firefox,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -8207329764314421958}",Insurance - Complete Insurance Long Quote
2021-09-01 18:30:23,"{""page_collection"":""website"",""page_path"":""/assurance-auto/jeune-conducteur""}",Mac OS X,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 355160348416686576}",Insurance - Complete Insurance Long Quote
2021-09-01 18:30:23,"{""page_collection"":""website"",""page_path"":""/assurance-auto/jeune-conducteur""}",Mac OS X,Firefox,google,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_quote_status"": ""Go"", ""long_quote_id"": 355160348416686576}",Insurance - Complete Insurance Long Quote
2021-09-01 11:55:07,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Chrome,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -2360804611829787097, ""lead_quote_status"": ""Go"", ""long_quote_id"": 1728161499912045587}",Insurance - Complete Insurance Long Quote
2021-09-01 11:55:07,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Chrome,comparateur,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""jeune_conducteur"", ""lead_id"": -2360804611829787097, ""lead_quote_status"": ""Go"", ""long_quote_id"": 1728161499912045587}",Insurance - Complete Insurance Long Quote
2021-09-01 18:47:32,"{""page_collection"":""website"",""page_path"":""/assurance-auto""}",Windows,Chrome,,"{""broker_name"": ""provider_A"", ""category_quoted_tiers"": ""autre"", ""lead_quote_status"": ""Go"", ""long_quote_id"": -7385528308948929969}",Insurance - Complete Insurance Long Quote
